LoanID,CustomerID,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Loan_Purpose,Application_Channel,Age,Gender,Marital_Status,Number_of_Dependents,Education_Level,Employment_Status,Job_Type,Years_Employed,Income_Type,Annual_Income,Monthly_Income,Income_Stability_Score,Credit_Score,Credit_Utilization_Ratio,Number_of_Previous_Loans,Previous_Defaults,Delinquencies,Number_of_Active_Loans,Avg_Days_Past_Due,EMI_to_Income_Ratio,Loan_to_Income_Ratio,Debt_to_Income_Ratio,High_Risk_Flag,Low_Income_Flag,High_Loan_Flag,Default_Status,avg_monthly_spending,spending_to_income_ratio,balance_volatility,rent_payment_ratio,behavioral_risk_score,loan_bin,dti_bin,behavior_bin,customer_segment
595,12827,288941.76,48,7.25,6952.63,Personal,Branch,39,Female,Single,0,PhD,Employed,Finance,9,Salary,703394.16,58644.9,92,806,0.61,2,1,0,0,50,0.119,0.411,0.149,1,0,0,0,2498.1911111111112,0.0425978817122955,398310.9339772093,0.0,0.712051519702077,Low,"(0.013999999999999999, 0.152]",High,Low Risk
596,93721,166905.09,36,8.9,5299.77,Home,Agent,35,Non-Binary,Single,0,High School,Employed,IT,9,Salary,408368.98,32756.51,79,666,0.37,2,0,0,0,0,0.162,0.409,0.18,0,0,0,0,1934.99,0.0590701185773888,243218.4589245136,0.0,0.8510602133364915,Low,"(0.152, 0.229]",High,Behavioral Risk
597,76764,438099.03,60,11.03,9531.89,Personal,Branch,64,Male,Widowed,1,High School,Employed,Retail,19,Salary,1041343.67,85584.83,98,599,0.47,0,0,1,2,0,0.111,0.421,0.182,0,0,0,0,33042.85956521739,0.3860786249922141,391684.7465356137,0.8333333333333334,0.18612238415983443,Medium,"(0.152, 0.229]",Low,Low Risk
598,69577,498166.44,60,8.11,10127.27,Business,Mobile App,53,Male,Married,3,High School,Employed,Retail,13,Salary,437950.0,37004.49,99,726,0.54,2,0,0,1,0,0.274,1.137,0.355,0,0,1,0,13765.650476190474,0.3719894122788396,176347.71854800428,0.7916666666666666,0.22985303564066256,Medium,"(0.35, 2.5]",Low,Low Risk
599,16926,165201.92,240,14.65,2132.76,Car,Online,36,Female,Divorced,0,High School,Employed,IT,12,Salary,401102.96,34082.86,89,589,0.26,6,2,0,4,172,0.063,0.412,0.31,1,0,0,1,11771.988095238095,0.3453830668016502,164417.03988573427,0.7916666666666666,0.23550084809811897,Low,"(0.229, 0.35]",Low,Low Risk
600,76437,5634028.42,48,6.82,134443.82,Home,Mobile App,49,Male,Single,1,High School,Self-Employed,Finance,25,Business,3461928.2,284401.12,90,763,0.74,3,0,0,2,0,0.473,1.627,0.524,0,0,1,1,12651.87,0.0444858498241855,2110747.4944920647,0.0,0.8466702440619102,Very High,"(0.35, 2.5]",High,Behavioral Risk
601,36637,121755.48,48,10.3,3105.6,Education,Mobile App,20,Female,Single,0,High School,Unemployed,Unemployed,0,No Income,177972.09,14681.81,48,681,0.35,0,0,0,0,0,0.212,0.684,0.229,0,1,0,0,579.4072727272727,0.0394616066493588,101918.0918752702,0.0,0.7430910388151313,Low,"(0.152, 0.229]",High,Low Risk
602,74773,704727.67,12,6.16,60705.23,Personal,Online,40,Male,Single,0,High School,Self-Employed,Services,17,Business,812707.24,65364.45,98,793,0.21,1,0,0,1,0,0.929,0.867,0.97,1,0,0,1,2710.3500000000004,0.0414645657606579,454762.0408127335,0.0,0.7469893157647179,High,"(0.35, 2.5]",High,Financial Stress
603,84086,1771335.03,48,7.71,43002.74,Car,Mobile App,18,Female,Single,0,Bachelors,Self-Employed,Services,0,Business,2618817.71,221307.21,67,725,0.15,1,0,0,2,0,0.194,0.676,0.22,0,0,0,0,69323.6419047619,0.313244781586557,1172150.135649481,0.7916666666666666,0.32791900542596875,Very High,"(0.152, 0.229]",Medium,Low Risk
604,105885,827436.43,60,8.93,17148.12,Business,Agent,29,Male,Married,4,Bachelors,Self-Employed,Finance,0,Business,747574.14,60780.13,43,677,0.44,3,0,0,3,0,0.282,1.107,0.403,0,0,1,1,21028.841818181816,0.3459764867514279,292642.2771240254,0.9166666666666666,0.21239709879142332,High,"(0.35, 2.5]",Low,Low Risk
605,160234,1065281.44,36,10.07,34408.66,Home,Branch,28,Female,Single,0,Masters,Self-Employed,Manufacturing,5,Business,919441.7,76726.29,67,693,0.58,3,0,0,1,0,0.448,1.159,0.504,0,0,1,0,21125.885454545456,0.2753373076847293,383012.2177340236,0.7916666666666666,0.2533696327109237,Very High,"(0.35, 2.5]",Low,Low Risk
606,64238,733911.17,120,9.54,9512.71,Home,Agent,35,Female,Single,1,Bachelors,Employed,Education,11,Salary,923380.49,77175.81,76,644,0.3,0,0,0,2,0,0.123,0.795,0.19,0,0,0,0,18787.537083333333,0.2434350044182097,391123.0429914584,0.8333333333333334,0.25430715627647754,High,"(0.152, 0.229]",Low,Low Risk
607,80212,649019.53,240,14.14,8136.77,Car,Online,24,Male,Married,2,Bachelors,Employed,Manufacturing,2,Salary,746849.58,59423.98,56,480,0.55,5,0,1,0,0,0.137,0.869,0.164,1,0,0,0,2419.3541666666665,0.040712746839236,383627.8408156129,0.0,0.6399923471139788,High,"(0.152, 0.229]",Medium,Credit Risk
608,60144,423035.64,240,7.95,3525.29,Personal,Branch,60,Female,Married,1,Masters,Self-Employed,Construction,13,Freelance,885232.53,74590.89,88,730,0.29,0,0,0,0,0,0.047,0.478,0.062,0,0,0,0,4134.054,0.0554222985903695,490593.0293478164,0.0,0.6695949464814966,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
609,14648,376412.42,240,7.57,3048.48,Personal,Branch,26,Female,Single,0,Masters,Employed,Retail,3,Salary,1133782.15,93576.82,66,760,0.24,0,0,0,1,0,0.033,0.332,0.066,0,0,0,0,31790.688999999995,0.3397246163674254,476941.8944752787,0.7916666666666666,0.2921559928508678,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
610,129889,1941279.53,60,11.02,42227.49,Home,Branch,25,Female,Married,1,Masters,Self-Employed,Healthcare,1,Business,1805065.83,149015.19,56,683,0.5,2,1,0,1,74,0.283,1.075,0.322,1,0,1,0,44187.240909090906,0.2965264439326418,766943.3374664086,0.8333333333333334,0.2846601764310181,Very High,"(0.229, 0.35]",Medium,Low Risk
611,45339,190834.14,72,11.6,3691.27,Car,Mobile App,58,Female,Married,1,Bachelors,Unemployed,Unemployed,0,No Income,198264.72,16298.68,45,610,0.2,2,0,1,1,0,0.226,0.963,0.359,0,1,0,0,580.6842857142857,0.0356255022009196,108641.54181125652,0.0,0.683323797650875,Low,"(0.35, 2.5]",High,Low Risk
612,45389,152363.19,12,7.53,13220.75,Home,Online,26,Male,Married,1,Bachelors,Employed,IT,5,Salary,298533.53,24865.77,79,798,0.36,1,0,0,1,0,0.532,0.51,0.63,1,1,0,0,6106.715,0.2455773307108241,135043.7919991045,0.875,0.32501549616494013,Low,"(0.35, 2.5]",Medium,Low Risk
613,53478,151842.85,60,10.82,3287.82,Car,Online,26,Female,Divorced,0,Bachelors,Employed,Manufacturing,3,Salary,272360.27,22920.52,69,638,0.27,3,0,2,1,0,0.143,0.558,0.244,0,1,0,0,8301.189090909089,0.3621570075156049,109265.36607720295,0.9166666666666666,0.2063623386539589,Low,"(0.229, 0.35]",Low,Low Risk
614,15222,83480.11,72,15.28,1777.91,Education,Online,53,Male,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,249582.03,19960.45,44,553,0.56,1,1,0,1,24,0.089,0.334,0.217,1,1,0,1,764.6592307692307,0.0383067978913972,135608.23670432257,0.0,0.7113194003549245,Low,"(0.152, 0.229]",High,Credit Risk
615,122146,1436002.47,60,7.12,28515.94,Business,Agent,51,Female,Married,4,Bachelors,Self-Employed,IT,19,Business,1601455.63,136054.13,89,749,0.36,1,0,0,1,0,0.21,0.897,0.242,0,0,0,0,53576.6525,0.3937863460201758,634897.8476008006,0.6666666666666666,0.23564171938739653,Very High,"(0.229, 0.35]",Low,Low Risk
616,165000,399980.25,36,8.75,12672.78,Home,Online,34,Male,Widowed,0,Bachelors,Employed,Construction,12,Salary,512221.19,41428.06,78,687,0.31,3,0,0,0,0,0.306,0.781,0.321,0,0,0,0,1883.293,0.0454582604577559,273058.340281238,0.0,0.6700207834037668,Medium,"(0.229, 0.35]",High,Low Risk
617,156948,53364.72,72,10.55,1003.49,Personal,Online,34,Male,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,212103.58,17869.26,45,652,0.31,0,0,0,1,0,0.056,0.252,0.184,0,1,0,0,4956.412608695652,0.2773553719249553,91083.7808636554,0.7916666666666666,0.27626247458798997,Low,"(0.152, 0.229]",Medium,Low Risk
618,72029,145333.54,240,13.4,1744.27,Personal,Branch,21,Female,Single,0,High School,Employed,IT,0,Salary,412182.97,34621.81,64,602,0.77,2,1,1,1,28,0.05,0.353,0.147,1,0,0,1,10744.644545454545,0.3103342722746809,171297.7799320561,0.7916666666666666,0.2528741728023149,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
619,151430,1405046.55,84,9.19,22741.62,Business,Mobile App,39,Male,Married,1,PhD,Employed,IT,12,Salary,1916826.3,152151.14,90,682,0.5,2,0,0,0,0,0.149,0.733,0.174,0,0,0,0,48874.782608695656,0.3212231034587857,747505.0174342445,0.9166666666666666,0.2269807547077103,Very High,"(0.152, 0.229]",Low,Low Risk
620,148478,160386.34,60,10.81,3472.01,Education,Online,18,Female,Single,0,High School,Unemployed,Unemployed,0,No Income,126109.4,10330.98,38,641,0.71,1,0,1,2,0,0.336,1.272,0.759,1,1,1,1,584.7066666666666,0.056591927846034,68231.17751229473,0.0,0.67561208148371,Low,"(0.35, 2.5]",High,High Exposure
621,78766,3405341.82,60,7.74,68625.1,Home,Online,30,Female,Married,1,PhD,Self-Employed,Construction,4,Freelance,4235181.67,350000.0,62,745,0.46,2,0,0,1,0,0.196,0.804,0.225,0,0,0,0,15448.163333333332,0.044137483416714,2402230.209315704,0.0,0.7277132545729293,Very High,"(0.152, 0.229]",High,Low Risk
622,31692,32834.05,84,9.5,536.64,Home,Mobile App,47,Male,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,172743.52,14405.91,40,720,0.17,1,0,0,1,0,0.037,0.19,0.185,0,1,0,0,5171.001428571429,0.3589250872374041,66569.22734700603,0.7916666666666666,0.19567960779183183,Low,"(0.152, 0.229]",Low,Low Risk
623,83141,520726.15,36,7.8,16269.66,Personal,Online,42,Female,Married,1,High School,Employed,Construction,12,Salary,1189672.26,100987.8,97,758,0.17,3,0,0,0,0,0.161,0.438,0.17,0,0,0,0,5119.21,0.0506908686903894,696608.2119180986,0.0,0.7367091191020291,High,"(0.152, 0.229]",High,Low Risk
624,131997,317987.28,60,7.5,6371.81,Personal,Agent,45,Female,Married,1,High School,Employed,Services,19,Salary,845587.41,68187.38,100,749,0.43,1,0,0,1,0,0.093,0.376,0.144,0,0,0,0,2678.416875,0.0392796672248262,468891.2861463064,0.0,0.7292221421227415,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
625,168205,373261.8,360,12.33,3934.49,Personal,Branch,38,Male,Married,3,Bachelors,Employed,Manufacturing,16,Salary,799964.56,65268.37,90,582,0.6,0,0,1,2,0,0.06,0.467,0.152,0,0,0,0,18379.755,0.2815984741387882,327648.3982881685,0.75,0.26804668274082943,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
626,24787,1417717.08,36,7.95,44393.41,Medical,Online,24,Female,Widowed,0,High School,Self-Employed,Finance,2,Business,1120536.09,93857.44,66,792,0.13,1,1,0,2,77,0.473,1.265,0.522,1,0,1,1,25200.3315,0.2684929719692762,527711.4055230127,0.7083333333333334,0.40009137516990556,Very High,"(0.35, 2.5]",Medium,High Exposure
627,63415,1114612.61,240,14.17,13998.27,Home,Online,52,Female,Widowed,1,Bachelors,Employed,Finance,21,Salary,1865437.76,157332.93,100,498,0.42,1,1,0,1,22,0.089,0.598,0.123,1,0,0,1,46981.63904761904,0.2986109801466158,782577.1657649934,0.7083333333333334,0.269706751355158,Very High,"(0.013999999999999999, 0.152]",Medium,Credit Risk
628,86518,654130.49,48,6.71,15576.11,Car,Online,25,Male,Divorced,0,PhD,Employed,IT,3,Salary,1223234.28,100556.61,82,784,0.47,0,0,0,1,0,0.155,0.535,0.198,0,0,0,0,30688.93380952381,0.3051875816213592,490635.1409240277,0.8333333333333334,0.229896011180406,High,"(0.152, 0.229]",Low,Low Risk
629,16030,456231.09,60,11.52,10038.29,Medical,Agent,55,Male,Single,0,Bachelors,Employed,Manufacturing,33,Salary,468878.39,38852.25,100,643,0.43,3,0,1,0,0,0.258,0.973,0.28,0,0,0,0,1566.2075,0.0403108491567629,255325.65588953605,0.0,0.6645643821834228,Medium,"(0.229, 0.35]",High,Low Risk
630,155919,575568.05,72,10.61,10840.78,Personal,Online,45,Female,Married,0,High School,Employed,Construction,12,Salary,360116.96,28785.48,88,654,0.5,5,0,0,1,0,0.377,1.598,0.471,0,0,1,0,1132.310625,0.0393348066522895,201758.0696021036,0.0,0.7574236128041321,High,"(0.35, 2.5]",High,Behavioral Risk
631,117951,2281443.39,48,7.55,55216.05,Home,Branch,44,Female,Married,3,Masters,Employed,Retail,19,Salary,2505606.75,203606.85,95,749,0.37,1,0,0,1,0,0.271,0.911,0.3,0,0,0,0,10018.112222222222,0.0492029763205211,1501404.1526013396,0.0,0.8377177400233669,Very High,"(0.229, 0.35]",High,Behavioral Risk
632,68224,2452936.88,60,9.49,51504.25,Personal,Mobile App,32,Female,Single,0,Masters,Self-Employed,Manufacturing,5,Business,1857750.03,147870.51,70,707,0.31,0,0,0,0,0,0.348,1.32,0.364,0,0,1,0,45193.874761904764,0.3056293586364592,731824.9680907319,0.875,0.23779887014481563,Very High,"(0.35, 2.5]",Low,High Exposure
633,103767,948947.46,72,7.01,16183.17,Home,Mobile App,39,Male,Single,0,Bachelors,Self-Employed,Finance,7,Freelance,1320627.95,112269.59,67,727,0.6,1,0,0,1,0,0.144,0.719,0.192,0,0,0,0,42638.5965,0.3797842026126343,538959.2622506317,0.8333333333333334,0.23221912807597286,Very High,"(0.152, 0.229]",Low,Low Risk
634,13289,1367904.49,48,8.77,33891.17,Personal,Agent,30,Male,Single,0,High School,Employed,Construction,6,Salary,940161.37,74829.36,78,698,0.25,2,0,0,1,0,0.453,1.455,0.492,0,0,1,0,28728.828500000003,0.3839194212081834,330815.75934786705,0.6666666666666666,0.18082098314498704,Very High,"(0.35, 2.5]",Low,High Exposure
635,63020,1696927.29,72,6.32,28380.02,Personal,Online,34,Female,Married,2,Bachelors,Self-Employed,IT,1,Freelance,725853.62,61661.91,52,808,0.22,3,0,0,1,0,0.46,2.338,0.504,0,0,1,0,19842.24047619048,0.3217856646108734,295819.5611501644,0.75,0.23091938351218663,Very High,"(0.35, 2.5]",Low,High Exposure
636,42984,1152106.54,60,9.04,23938.21,Business,Mobile App,51,Female,Married,1,PhD,Employed,IT,7,Salary,1396997.99,118591.71,96,719,0.39,1,0,0,2,0,0.202,0.825,0.255,0,0,0,0,32236.26909090909,0.2718233615785413,622182.2090616024,0.7916666666666666,0.30666955219238445,Very High,"(0.229, 0.35]",Medium,Low Risk
637,176330,641429.51,48,6.4,15181.9,Home,Agent,50,Female,Single,0,High School,Employed,Manufacturing,23,Salary,1560042.78,126335.34,100,794,0.55,2,0,0,2,0,0.12,0.411,0.179,0,0,0,0,6445.923,0.0510219229083255,749152.3700938072,0.0,0.5306506017181046,High,"(0.152, 0.229]",Medium,Low Risk
638,15358,110211.88,240,10.78,1121.14,Car,Online,33,Male,Single,0,Bachelors,Unemployed,Unemployed,0,No Income,198554.93,15880.97,24,677,0.16,2,0,0,2,0,0.071,0.555,0.33,0,1,0,0,5059.978571428571,0.3185989251603278,79728.51081717157,0.7916666666666666,0.27042962689564487,Low,"(0.229, 0.35]",Medium,Low Risk
639,15842,374749.96,72,7.96,6563.26,Car,Agent,27,Female,Single,0,Bachelors,Employed,Services,4,Salary,935056.07,75917.53,68,739,0.28,4,0,0,0,0,0.086,0.401,0.1,0,0,0,0,26161.92428571429,0.3446052536279916,371237.0536340714,0.8333333333333334,0.2422674289321771,Medium,"(0.013999999999999999, 0.152]",Low,Low Risk
640,109927,271736.5,60,5.92,5243.33,Education,Branch,49,Female,Single,0,Bachelors,Employed,IT,19,Salary,851782.89,68447.22,95,835,0.11,0,0,0,1,0,0.077,0.319,0.111,0,0,0,0,3666.556923076923,0.0535668703010381,453091.3439453711,0.0,0.6781597258926918,Low,"(0.013999999999999999, 0.152]",High,Low Risk
641,67820,668610.89,36,12.59,22396.33,Personal,Mobile App,21,Female,Married,1,Masters,Employed,Healthcare,0,Salary,927692.73,76665.73,64,553,0.4,1,0,1,5,0,0.292,0.721,0.443,1,0,0,1,27797.34173913044,0.3625737231668866,325934.87801722775,0.8333333333333334,0.11086732175553835,High,"(0.35, 2.5]",Low,Credit Risk
642,45783,78479.49,36,10.49,2550.41,Business,Online,29,Female,Single,1,Bachelors,Unemployed,Unemployed,0,No Income,204788.19,17013.97,50,691,0.55,3,0,0,1,0,0.15,0.383,0.295,0,1,0,0,1049.879,0.0617032530765555,111227.56167407292,0.0,0.6626846981709098,Low,"(0.229, 0.35]",High,Low Risk
643,70578,101838.03,48,9.89,2577.5,Personal,Agent,45,Male,Married,3,Masters,Unemployed,Unemployed,0,No Income,267222.0,22447.03,59,688,0.12,2,0,0,2,0,0.115,0.381,0.299,0,1,0,0,1207.8742857142856,0.053807585151761,163294.39229675545,0.0,0.8176702763349255,Low,"(0.229, 0.35]",High,Behavioral Risk
644,154583,330108.5,72,8.93,5938.92,Personal,Mobile App,70,Male,Single,2,Bachelors,Employed,IT,36,Salary,861175.82,72689.57,100,738,0.54,2,1,0,0,46,0.082,0.383,0.109,1,0,0,0,3395.1875,0.0467073995980496,526067.2190370861,0.0,0.8079227951139342,Medium,"(0.013999999999999999, 0.152]",High,Behavioral Risk
645,155938,1026585.56,72,7.74,17869.33,Business,Branch,46,Female,Single,0,Masters,Self-Employed,Education,14,Business,2679468.4,213937.28,68,728,0.31,4,0,0,0,0,0.084,0.383,0.099,0,0,0,0,75096.423,0.3510191023317566,965343.085912653,0.7916666666666666,0.17057692982733494,Very High,"(0.013999999999999999, 0.152]",Low,Low Risk
646,53981,409865.07,360,6.54,2601.42,Home,Agent,33,Male,Married,0,High School,Employed,Healthcare,8,Salary,668862.22,55419.28,75,783,0.16,1,0,0,1,0,0.047,0.613,0.091,0,0,0,0,3065.5,0.0553136866143585,376390.7569118613,0.0,0.7152531138017305,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
647,133870,511543.96,24,6.13,22701.92,Personal,Online,55,Female,Widowed,1,Bachelors,Employed,Services,33,Salary,927837.1,73748.1,100,804,0.09,3,0,0,1,0,0.308,0.551,0.339,0,0,0,0,19820.65909090909,0.2687579792961418,387064.0640518504,0.7083333333333334,0.32051114965433647,Medium,"(0.229, 0.35]",Medium,Low Risk
648,103768,698796.27,60,9.35,14624.85,Business,Online,35,Female,Single,0,PhD,Employed,Manufacturing,4,Salary,971666.98,79727.03,82,695,0.39,1,0,0,0,0,0.183,0.719,0.203,0,0,0,0,4017.696,0.0503925156560371,542257.3243932276,0.0,0.7160755820040513,High,"(0.152, 0.229]",High,Low Risk
649,123762,1283860.99,24,7.78,57936.82,Personal,Mobile App,42,Male,Married,2,Masters,Employed,Manufacturing,11,Salary,1917829.23,162785.97,86,718,0.46,1,0,0,1,0,0.356,0.669,0.391,0,0,0,0,39784.77090909091,0.2443977605154203,905828.4156956826,0.875,0.353208245282653,Very High,"(0.35, 2.5]",Medium,Low Risk
650,136383,1007522.25,48,10.04,25572.73,Personal,Branch,46,Male,Married,3,Bachelors,Employed,Services,15,Salary,977574.65,82644.92,100,652,0.36,0,0,0,2,0,0.309,1.031,0.376,0,0,1,0,33428.69047619047,0.4044808319175402,383506.0184950007,0.875,0.19732031199119815,Very High,"(0.35, 2.5]",Low,Low Risk
651,83504,1995203.61,240,6.42,14781.88,Personal,Online,49,Male,Married,2,Bachelors,Employed,IT,15,Salary,2714170.87,224574.79,78,758,0.36,0,0,0,0,0,0.066,0.735,0.084,0,0,0,0,72863.64857142858,0.3244501491965299,1135477.2455878798,0.7083333333333334,0.2937945489407107,Very High,"(0.013999999999999999, 0.152]",Medium,Low Risk
652,138594,3079918.24,72,5.54,50377.03,Personal,Online,18,Male,Single,0,Bachelors,Self-Employed,Education,0,Business,3111401.03,256018.92,61,818,0.25,1,0,0,1,0,0.197,0.99,0.217,0,0,0,0,108937.7161904762,0.4255048442733525,1068321.9020597353,0.7916666666666666,0.11732757178506294,Very High,"(0.152, 0.229]",Low,Low Risk
653,75789,463781.25,120,8.22,5681.0,Personal,Mobile App,24,Male,Single,0,High School,Employed,Services,1,Salary,679510.89,57358.49,63,707,0.17,1,0,0,0,0,0.099,0.683,0.108,0,0,0,0,4155.436363636364,0.0724454900773414,346375.28297053644,0.0,0.5593042186292363,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
654,12118,471176.31,24,9.15,21558.01,Personal,Online,43,Male,Single,0,Bachelors,Self-Employed,Healthcare,13,Business,1334323.35,108983.13,80,672,0.41,2,0,0,0,0,0.198,0.353,0.218,0,0,0,0,5392.126923076923,0.0494762579017415,801743.9081511887,0.0,0.8340653606794802,Medium,"(0.152, 0.229]",High,Behavioral Risk
655,38336,566130.45,36,7.92,17719.58,Home,Branch,61,Male,Single,1,High School,Employed,Services,0,Salary,1243748.27,105440.46,62,762,0.38,2,0,0,1,0,0.168,0.455,0.206,0,0,0,0,4887.101818181818,0.0463489581629637,659907.9170055281,0.0,0.599451850414768,High,"(0.152, 0.229]",Medium,Low Risk
656,12219,1373675.09,360,11.99,14119.22,Personal,Mobile App,38,Male,Married,0,Bachelors,Self-Employed,Manufacturing,11,Business,1247977.85,100755.11,68,593,0.3,3,1,0,0,19,0.14,1.101,0.155,1,0,1,0,38503.495,0.3821455095874583,452089.6823373088,0.6666666666666666,0.19444220880273877,Very High,"(0.152, 0.229]",Low,Low Risk
657,146602,5498362.07,84,5.06,77868.46,Business,Branch,43,Male,Married,2,Bachelors,Self-Employed,Healthcare,2,Business,3271474.87,264929.84,60,800,0.16,1,0,0,1,0,0.294,1.681,0.309,0,0,1,0,15520.32,0.0585825342191192,1830626.6165551404,0.0,0.7412709404802582,Very High,"(0.229, 0.35]",High,High Exposure
658,173168,410222.25,36,7.6,12779.31,Business,Branch,18,Female,Single,0,High School,Self-Employed,Finance,0,Freelance,1520970.32,127824.96,59,765,0.47,0,0,0,2,0,0.1,0.27,0.155,0,0,0,0,42300.7415,0.3309244968705886,663416.3212738824,0.75,0.3168639997616868,Medium,"(0.152, 0.229]",Medium,Low Risk
659,48756,115639.89,84,10.14,1928.13,Home,Online,30,Male,Single,0,Bachelors,Employed,Construction,6,Salary,779780.21,63084.9,78,638,0.46,3,0,2,0,0,0.031,0.148,0.054,0,0,0,0,2575.6030769230765,0.0408269213393654,434081.3482663061,0.0,0.7305518891374284,Low,"(0.013999999999999999, 0.152]",High,Low Risk
660,84834,1402167.99,48,16.26,39924.79,Business,Branch,53,Female,Married,1,Masters,Employed,Services,25,Salary,1292679.01,108471.94,100,426,0.29,3,0,1,1,0,0.368,1.085,0.401,1,0,1,1,40426.52571428572,0.3726876556889277,501405.6585999043,0.8333333333333334,0.19247245163948815,Very High,"(0.35, 2.5]",Low,Credit Risk
661,6204,2845847.96,240,9.2,25972.03,Car,Online,60,Male,Married,0,Bachelors,Employed,Construction,12,Salary,2866172.76,231278.72,88,686,0.24,2,0,0,2,0,0.112,0.993,0.142,0,0,0,0,99285.8435,0.4292890163478233,1066612.894855198,0.75,0.21887197427286248,Very High,"(0.013999999999999999, 0.152]",Low,Low Risk
662,85217,3220993.27,24,9.04,147209.37,Home,Mobile App,55,Male,Married,0,PhD,Self-Employed,Finance,14,Business,3500614.9,290003.57,92,713,0.36,3,0,0,1,0,0.508,0.92,0.533,0,0,0,0,112642.654,0.3884168239141887,1307717.3686152129,0.6666666666666666,0.20079959157222554,Very High,"(0.35, 2.5]",Low,Low Risk
663,96702,604838.45,36,6.71,18595.56,Car,Online,55,Male,Single,0,Bachelors,Employed,Healthcare,17,Salary,1253825.54,103460.1,94,754,0.11,4,0,0,0,0,0.18,0.482,0.185,0,0,0,0,28354.24238095238,0.2740570357453417,543375.7479455239,0.75,0.31553168329203185,High,"(0.152, 0.229]",Medium,Low Risk
